,station,net_traffic,pct_total,borough,gtfs_longitude,gtfs_latitude,geometry
46,161_yankee_stad,297365.0,0.004458073703180519,Bx,-73.925651,40.827905,POINT (-73.925651 40.827905)
47,168_st,297093.0,0.004453995899648613,M,-73.939561,40.840719,POINT (-73.939561 40.840719)
48,jamaica_center,294426.0,0.004414012436341289,Q,-73.801109,40.702147,POINT (-73.801109 40.702147)
49,72_st_2_ave,288639.0,0.004327254167815048,M,-73.980658,40.764664,POINT (-73.980658 40.764664)
50,borough_hall,287937.0,0.004316729836640791,Bk,-73.989998,40.693219,POINT (-73.989998 40.693219)
51,journal_square,280805.0,0.0042098074293262676,,-74.0686325,40.7303043,POINT (-74.0686325 40.7303043)
52,crown_hts_utica,277109.0,0.004154397275451551,Bk,-73.932942,40.668897,POINT (-73.932942 40.668897)
53,myrtle_wyckoff,275206.0,0.004125867642652961,Bk,-73.912385,40.69943,POINT (-73.912385 40.69943)
54,wall_st,274518.0,0.0041155531984252,M,-74.0091,40.706821,POINT (-74.0091 40.706821)
55,sutphin_archer,272417.0,0.00408405516452618,Q,-73.810708,40.70546,POINT (-73.810708 40.70546)
56,fordham_rd,270154.0,0.004050128438817715,Bx,-73.897749,40.861296,POINT (-73.897749 40.861296)
57,woodhaven_blvd,266356.0,0.003993189108618534,Q,-73.851576,40.693879,POINT (-73.851576 40.693879)
58,5_av_59_st,265771.0,0.0039844188326399865,M,-73.973347,40.764811,POINT (-73.973347 40.764811)
59,66_st_lincoln,264798.0,0.003969831689858575,M,-73.982209,40.77344,POINT (-73.982209 40.77344)
60,b'way_lafayette,264542.0,0.003965993757122663,M,-73.996204,40.725297,POINT (-73.996204 40.725297)
61,bowling_green,254019.0,0.0038082337329820664,M,-74.014065,40.704817,POINT (-74.014065 40.704817)
62,forest_hills_71,250604.0,0.003757036309962002,Q,-73.844521,40.721691,POINT (-73.844521 40.721691)
63,33_st,248996.0,0.0037329292949645604,M,-73.982076,40.746081,POINT (-73.982076 40.746081)
64,utica_av,248320.0,0.003722794753833795,Bk,-73.930729,40.679364,POINT (-73.930729 40.679364)
65,kew_gardens,247295.0,0.003707428030965401,Q,-73.831008,40.714441,POINT (-73.831008 40.714441)
66,prince_st,246618.0,0.0036972784979098857,M,-73.997702,40.724329,POINT (-73.997702 40.724329)
67,ft_hamilton_pky,243837.0,0.003655585955181101,Bk,-73.994304,40.640914,POINT (-73.994304 40.640914)
68,36_st,242726.0,0.003638929926784237,Bk,-74.003549,40.655144,POINT (-74.003549 40.655144)
69,cortlandt_st,239511.0,0.003590730888714103,M,-74.011029,40.710668,POINT (-74.011029 40.710668)
70,franklin_av,239058.0,0.0035839395468025104,Bk,-73.955827,40.680596,POINT (-73.955827 40.680596)
71,79_st,238534.0,0.003576083778233692,Bk,-74.00061,40.613501,POINT (-74.00061 40.613501)
72,81_st_museum,236590.0,0.0035469394765203673,M,-73.992629,40.730328,POINT (-73.992629 40.730328)
73,spring_st,235524.0,0.003530958084737237,M,-74.003739,40.726227,POINT (-74.003739 40.726227)
74,kingsbridge_rd,235459.0,0.0035299836096285096,Bx,-73.893509,40.866978,POINT (-73.893509 40.866978)
75,grove_street,234475.0,0.0035152315556748514,,-74.0448325,40.7236214,POINT (-74.0448325 40.7236214)
76,world_trade_ctr,234289.0,0.003512443057671416,M,-74.009781,40.712582,POINT (-74.009781 40.712582)
77,sheepshead_bay,233437.0,0.003499669937784712,Bk,-73.954155,40.586896,POINT (-73.954155 40.586896)
78,whitehall_s_fry,231145.0,0.0034653084462585074,M,-74.012994,40.703087,POINT (-74.012994 40.703087)
79,103_st_corona,230232.0,0.0034516208189620742,Q,-73.8627,40.749865,POINT (-73.8627 40.749865)
80,8_st_nyu,229264.0,0.0034371086358044103,M,-73.992629,40.730328,POINT (-73.992629 40.730328)
81,coney_is_stillw,227988.0,0.003417978939823853,Bk,-73.981233,40.577422,POINT (-73.981233 40.577422)
82,cathedral_pkwy,227739.0,0.00341424595056119,M,-73.966847,40.803967,POINT (-73.966847 40.803967)
83,61_st_woodside,220914.0,0.003311926064144809,Q,-73.902984,40.74563,POINT (-73.902984 40.74563)
84,5_av_53_st,220893.0,0.0033116112337250665,M,-73.975224,40.760167,POINT (-73.975224 40.760167)
85,170_st,218388.0,0.003274056462227186,Bx,-73.9134,40.839306,POINT (-73.9134 40.839306)
86,18_av,217981.0,0.0032679547488540773,Bk,-74.001736,40.607954,POINT (-74.001736 40.607954)
87,marcy_av,217620.0,0.0032625426640194525,Bk,-73.957757,40.708359,POINT (-73.957757 40.708359)
88,junction_blvd,216401.0,0.0032442675077496257,Q,-73.869527,40.749145,POINT (-73.869527 40.749145)
89,34_st_hudson_yd,214196.0,0.003211210313676641,M,-73.990568,40.735736,POINT (-73.990568 40.735736)
90,halsey_st,213775.0,0.0032048987133570374,Bk,-73.916559,40.68637,POINT (-73.916559 40.68637)
91,51_st,212449.0,0.0031850194211389977,M,-73.97192,40.757107,POINT (-73.97192 40.757107)
92,jfk_jamaica_ct1,212387.0,0.003184089921804519,Q,-73.783817,40.712646,POINT (-73.783817 40.712646)
93,167_st,209792.0,0.00314518587707917,Bx,-73.91844,40.833771,POINT (-73.91844 40.833771)
94,lexington_av_63,206398.0,0.003094303284478848,M,-73.966113,40.764629,POINT (-73.966113 40.764629)
95,53_st,205808.0,0.003085458048876553,Bk,-74.014034,40.645069,POINT (-74.014034 40.645069)
96,thirty_third_st,203560.0,0.0030517562020393337,Bk,-73.990531,40.699337,POINT (-73.990531 40.699337)
97,111_st,202533.0,0.00303635949532144,Q,-73.836345,40.697418,POINT (-73.836345 40.697418)
98,avenue_u,201393.0,0.0030192687011068356,Bk,-73.955929,40.5993,POINT (-73.955929 40.5993)
99,parkchester,200962.0,0.0030128071815397352,Bx,-73.860816,40.833226,POINT (-73.860816 40.833226)
100,flatbush_av_b.c,200667.0,0.0030083845637385877,Bk,-73.947642,40.632836,POINT (-73.947642 40.632836)
101,86_st_2_ave,198444.0,0.0029750575150201096,M,-73.980658,40.764664,POINT (-73.980658 40.764664)
102,broadway,198222.0,0.0029717293077256867,Q,-73.925508,40.76182,POINT (-73.925508 40.76182)
103,3_av_149_st,195953.0,0.0029377126304687244,Bx,-73.917757,40.816109,POINT (-73.917757 40.816109)
104,newkirk_plaza,195742.0,0.0029345493343465477,Bk,-73.962793,40.635082,POINT (-73.962793 40.635082)
105,82_st_jackson_h,194108.0,0.0029100525293056147,Q,-73.883697,40.747659,POINT (-73.883697 40.747659)
106,bedford_pk_blvd,193843.0,0.0029060796692469567,Bx,-73.887138,40.873244,POINT (-73.887138 40.873244)
107,90_st_elmhurst,189442.0,0.002840100208423735,Q,-73.876613,40.748408,POINT (-73.876613 40.748408)
108,jamaica_179_st,186742.0,0.002799622011599672,Q,-73.783817,40.712646,POINT (-73.783817 40.712646)
109,brighton_beach,185993.0,0.002788393059962182,Bk,-73.961376,40.577621,POINT (-73.961376 40.577621)
110,flushing_av,184906.0,0.0027720968377593093,Bk,-73.941126,40.70026,POINT (-73.941126 40.70026)
111,96_st_2_ave,184424.0,0.0027648707300299766,M,-73.980658,40.764664,POINT (-73.980658 40.764664)
112,lorimer_st,183152.0,0.0027458010017484182,Bk,-73.947408,40.703869,POINT (-73.947408 40.703869)
113,175_st,182454.0,0.0027353366382731606,M,-73.939704,40.847391,POINT (-73.939704 40.847391)
114,46_st_bliss_st,180992.0,0.002713418444289168,M,-73.990568,40.735736,POINT (-73.990568 40.735736)
115,135_st,179599.0,0.0026925346931129016,M,-73.947649,40.817894,POINT (-73.947649 40.817894)
116,tremont_av,179335.0,0.0026885768249789934,Bx,-73.905227,40.85041,POINT (-73.905227 40.85041)
117,68st_hunter_co,178584.0,0.002677317889492004,M,-73.96387,40.768141,POINT (-73.96387 40.768141)
118,metropolitan_av,176336.0,0.0026436160426547843,Bk,-73.951418,40.712792,POINT (-73.951418 40.712792)
119,57_st,174349.0,0.002613827088177224,M,-73.97745,40.763972,POINT (-73.97745 40.763972)
120,prospect_av,172329.0,0.0025835434001829256,Bk,-73.992872,40.665414,POINT (-73.992872 40.665414)
121,christopher_st,169018.0,0.002533905137336825,,-74.0089239,40.732593,POINT (-74.0089239 40.732593)
122,brooklyn_bridge,168873.0,0.002531731308248125,M,-74.004131,40.713065,POINT (-74.004131 40.713065)
123,gun_hill_rd,166018.0,0.002488929363087866,Bx,-73.866256,40.87785,POINT (-73.866256 40.87785)
124,grand_newtown,163880.0,0.0024568766279731086,Q,-73.877223,40.737015,POINT (-73.877223 40.737015)
125,2_av,162000.0,0.0024286918094437613,M,-73.989938,40.723402,POINT (-73.989938 40.723402)
126,rockaway_av,161262.0,0.0024176277689785175,Bk,-73.911946,40.67834,POINT (-73.911946 40.67834)
127,4av_9_st,161253.0,0.0024174928416557705,M,-73.973347,40.764811,POINT (-73.973347 40.764811)
128,prospect_park,160856.0,0.0024115410475301583,Bk,-73.962246,40.661614,POINT (-73.962246 40.661614)
129,astoria_ditmars,158846.0,0.002381407278783356,Q,-73.912034,40.775036,POINT (-73.912034 40.775036)
130,court_sq,158845.0,0.0023813922868586063,Q,-73.946,40.747846,POINT (-73.946 40.747846)
131,20_av,158084.0,0.0023699834321241208,Bk,-73.998168,40.604556,POINT (-73.998168 40.604556)
132,broadway_jct,157844.0,0.002366385370184204,Bk,-73.904512,40.679498,POINT (-73.904512 40.679498)
133,astor_pl,157472.0,0.002360808374177333,M,-73.99107,40.730054,POINT (-73.99107 40.730054)
134,graham_av,156760.0,0.0023501341237555803,Bk,-73.944053,40.714565,POINT (-73.944053 40.714565)
135,clinton_wash_av,154404.0,0.002314813149045398,Bk,-73.965838,40.683263,POINT (-73.965838 40.683263)
136,city___bus,153465.0,0.0023007357317054744,M,-74.006978,40.713282,POINT (-74.006978 40.713282)
137,queens_plaza,153425.0,0.002300136054715488,Q,-73.937243,40.748973,POINT (-73.937243 40.748973)
138,137_st_city_col,152709.0,0.0022894018365947366,M,-73.953676,40.822008,POINT (-73.953676 40.822008)
139,high_st,151033.0,0.0022642753707143182,Bk,-73.990531,40.699337,POINT (-73.990531 40.699337)
140,hoyt_scher,149719.0,0.0022445759815932745,Bk,-73.985065,40.690545,POINT (-73.985065 40.690545)
141,south_ferry,148764.0,0.002230258693457356,M,-74.013664,40.702068,POINT (-74.013664 40.702068)
142,pavonia_newport,148692.0,0.002229179274875381,,-74.0382569,40.7250054,POINT (-74.0382569 40.7250054)
143,exchange_place,147920.0,0.002217605508968649,,-74.033372,40.716554,POINT (-74.033372 40.716554)
144,norwood_205_st,145603.0,0.0021828692193237033,Bx,-73.878855,40.874811,POINT (-73.878855 40.874811)
145,vernon_jackson,143072.0,0.002144924657782332,Q,-73.953581,40.742626,POINT (-73.953581 40.742626)
146,euclid_av,140354.0,0.0021041766063127757,Bk,-73.872106,40.675377,POINT (-73.872106 40.675377)
147,myrtle_av,140280.0,0.0021030672038813013,Bk,-73.935657,40.697207,POINT (-73.935657 40.697207)
148,wtc_cortlandt,139737.0,0.00209492658874224,M,-74.012188,40.711835,POINT (-74.012188 40.711835)
149,dyckman_st,138996.0,0.002083817572502747,M,-73.927271,40.865491,POINT (-73.927271 40.865491)
150,30_av,138833.0,0.0020813738887685536,Q,-73.921479,40.766779,POINT (-73.921479 40.766779)
151,steinway_st,138141.0,0.002070999476841794,Q,-73.92074,40.756879,POINT (-73.92074 40.756879)
152,ozone_pk_leffrt,137249.0,0.0020576266799651037,Q,-73.825798,40.685951,POINT (-73.825798 40.685951)
153,3_av,135905.0,0.00203747753310157,M,-73.986122,40.732849,POINT (-73.986122 40.732849)
154,63_dr_rego_park,134085.0,0.002010192230057202,Q,-73.861604,40.729846,POINT (-73.861604 40.729846)
155,bay_ridge_av,133116.0,0.0019956650549747884,Bk,-74.023377,40.634967,POINT (-74.023377 40.634967)
156,inwood_207_st,130210.0,0.0019520985216522973,M,-73.919899,40.868072,POINT (-73.919899 40.868072)
157,9_av,129229.0,0.0019373914434728879,Bk,-73.994324,40.646292,POINT (-73.994324 40.646292)
158,bergen_st,129114.0,0.0019356673721266776,Bk,-73.990862,40.686145,POINT (-73.990862 40.686145)
159,5_ave,128559.0,0.0019273468538906205,M,-73.981963,40.753821,POINT (-73.981963 40.753821)
160,45_st,127906.0,0.001917557127029097,Bk,-74.010006,40.648939,POINT (-74.010006 40.648939)
161,fresh_pond_rd,127239.0,0.0019075575132210785,Q,-73.895877,40.706186,POINT (-73.895877 40.706186)
162,east_broadway,126162.0,0.0018914112102657024,M,-73.990173,40.713715,POINT (-73.990173 40.713715)
163,hunts_point_av,125803.0,0.0018860291092805772,Bx,-73.890549,40.820948,POINT (-73.890549 40.820948)
164,110_st,124885.0,0.0018722665223603959,M,-73.94425,40.79502,POINT (-73.94425 40.79502)
165,kingston_throop,124860.0,0.0018718917242416544,Bk,-73.940858,40.679921,POINT (-73.940858 40.679921)
166,rector_st,121460.0,0.0018209191800928348,M,-74.013342,40.70722,POINT (-74.013342 40.70722)
167,astoria_blvd,119824.0,0.0017963923912024027,Q,-73.917843,40.770258,POINT (-73.917843 40.770258)
168,157_st,119389.0,0.0017898709039363037,M,-73.94489,40.834041,POINT (-73.94489 40.834041)
169,union_st,118261.0,0.0017729600128186954,Bk,-73.98311,40.677316,POINT (-73.98311 40.677316)
170,nevins_st,118183.0,0.0017717906426882224,Bk,-73.980492,40.688246,POINT (-73.980492 40.688246)
171,155_st,116505.0,0.0017466341929583049,M,-73.941514,40.830518,POINT (-73.941514 40.830518)
172,14th_street,114524.0,0.0017169351900292427,M,-74.00169,40.740893,POINT (-74.00169 40.740893)
173,pelham_pkwy,112940.0,0.0016931879812257925,Bx,-73.867615,40.857192,POINT (-73.867615 40.857192)
174,thirty_st,112630.0,0.0016885404845534,Bk,-73.990531,40.699337,POINT (-73.990531 40.699337)
